"company","date","items","jobTitle","location","pageTitle","url"
"",,"","Join LinkedIn","","
        Sign In | LinkedIn
      ","https://www.linkedin.com/jobs/view/executive-assistant-at-amazon-3295844214?refId=0o7DeGda6RWqGLWmkpsIyw%3D%3D&trackingId=%2FEtKqIsOXdDUu8w%2BFBeohQ%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card"
"",,"","Join LinkedIn","","
        Sign In | LinkedIn
      ","https://www.linkedin.com/jobs/view/security-engineering-intern-security-privacy-assurance-at-netflix-3291769235?refId=r6pBJtIPShjhRE7k1ikU1A%3D%3D&trackingId=eOJR5EeNgJZnIi99JcbAtQ%3D%3D&position=5&pageNum=1&trk=public_jobs_jserp-result_search-card"
"",,"","Join LinkedIn","","
        Sign In | LinkedIn
      ","https://www.linkedin.com/jobs/view/executive-assistant-at-amazon-3295842482?refId=r6pBJtIPShjhRE7k1ikU1A%3D%3D&trackingId=gcSdb7o8f6ZR5frVf4J3HA%3D%3D&position=18&pageNum=1&trk=public_jobs_jserp-result_search-card"
"",,"","Join LinkedIn","","
        Sign In | LinkedIn
      ","https://www.linkedin.com/jobs/view/program-manager-v-at-meta-3303536418?refId=r6pBJtIPShjhRE7k1ikU1A%3D%3D&trackingId=FggB3M3UeNwa53I%2Ftl6QMw%3D%3D&position=8&pageNum=1&trk=public_jobs_jserp-result_search-card"
"",,"","Join LinkedIn","","
        Sign In | LinkedIn
      ","https://www.linkedin.com/jobs/view/supply-chain-analyst-v-at-meta-3303344848?refId=r6pBJtIPShjhRE7k1ikU1A%3D%3D&trackingId=Z1Shru4YEleA7Vgv06QctQ%3D%3D&position=10&pageNum=1&trk=public_jobs_jserp-result_search-card"
"",,"","Join LinkedIn","","
        Sign In | LinkedIn
      ","https://www.linkedin.com/jobs/view/head-of-administrative-specialist-program-at-meta-3303595534?refId=r6pBJtIPShjhRE7k1ikU1A%3D%3D&trackingId=WQk%2FqszA2c8ipdCL7vUcEw%3D%3D&position=6&pageNum=1&trk=public_jobs_jserp-result_search-card"
"",,"","Join LinkedIn","","
        Sign In | LinkedIn
      ","https://www.linkedin.com/jobs/view/administrative-assistant-creative-production-globalization-at-netflix-3295322107?refId=0o7DeGda6RWqGLWmkpsIyw%3D%3D&trackingId=SqtI5VLgD6sWw9JAn%2FoUwg%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card"
"",,"","Join LinkedIn","","
        Sign In | LinkedIn
      ","https://www.linkedin.com/jobs/view/event-manager-at-meta-3299316550?refId=0o7DeGda6RWqGLWmkpsIyw%3D%3D&trackingId=148McdU6ThABVu3x5LMYqw%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card"
"
                Netflix
              ",,"We are builders. This role is responsible for planning and leading highly complex projects, process improvements efforts and coordinating the integration of new workforces into the Netflix culture.We are influencers and collaborators. You will interact with a range of internal and external stakeholders, most often managing several projects and moving parts simultaneously. Projects are highly visible and require continuous communication and interaction across multiple departments.We design for the end user. You understand and empathize with end user personas, building processes, services and functions that focus on the experience first,utilize a people over process mindset, and scale effectively. We are planners. Your job is to develop timelines and ensure execution of plans and tasks through partnership with stakeholders across the organization. We are change agents. You recognize that change management is necessary and a major driver of the success of any initiative. You believe that change management is not top down, but driven from the personal and user experience perspective.Experienced. You’ve done this before. 10+ years experience in leading process improvement programs using standard toolsets (six sigma, lean, etc.) Technology focused. You have a deep understanding of Workday configuration, best practices and delivery methodology. Service orientated. You have experience working with HR service centers to implement a global service delivery model including case management, knowledge bases and an employee portal. Bonus points if you have experience using and configuring Zendesk. Globally minded. You enjoy working on complex global problems that require perspective and thought processes different from your own. Unfazed. You have the ability to work in a fast paced environment, change directions with the business and effectively communicate with business executives.","Talent Operations Program Manager","
              California, United States
            ","Netflix hiring Talent Operations Program Manager in California, United States | LinkedIn","https://www.linkedin.com/jobs/view/talent-operations-program-manager-at-netflix-3296686583?refId=0o7DeGda6RWqGLWmkpsIyw%3D%3D&trackingId=1T%2BK%2FAZjJ5hNul7C2auh2A%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card"
"",,"","Join LinkedIn","","
        Sign In | LinkedIn
      ","https://www.linkedin.com/jobs/view/advertising-operations-specialist-at-meta-3298505763?refId=r6pBJtIPShjhRE7k1ikU1A%3D%3D&trackingId=wq4DhNBJB1WrMb%2BFHfeZKg%3D%3D&position=7&pageNum=1&trk=public_jobs_jserp-result_search-card"
"
                Starbucks
              ",,"Drive the engagement, development and performance of all members of your teamLead your team to collaborate with program owners and cross-functional testing partners on strategic initiatives that impact Starbucks retail stores, to develop testing strategies, lead test implementation and champion testing outcomes.Lead multiple tracks of work, including: executing seamless testing plans from early-stage through scalability; understanding and constantly improving the internal client experience; innovation on testing methodologies for both quantitative and qualitative data collection; managing through shifting priorities; and helping set the vision and strategy for the store testing organization.Drive alignment across multiple senior leaders and influence cross-functional teams to support new ideas, technology and decisions, while balancing risk and uncertainty across multiple projects, programs and functions.Work cross-functionally to fully understand and bring to light project interdependencies and their impacts to ongoing tests and/or launches.  Negotiate for human, financial, and other resources. Communicate with external vendors and internal clients on program-related matters and provide guidance and leadership to teams to achieve the program’s learning goals.Experience leading and coaching direct teams, with proven success in driving team engagement, setting clear direction and leading through changeStrong problem-solving and analytical skillsAbility to establish cross-functional, collaborative relationships with business partners and various client groups, and a proven track record of excellent customer service skillsA strength in driving clarity, prioritization and organizational focusAbility to negotiate and influence peers and leadership to meet strategic objectives and drive effective executionSuccess in creating a welcoming team environment, creating a culture in alignment with Starbucks Mission and ValuesBachelor’s degree 5+ years – Experience in complex large-scale business project management, some within a retail operations environment preferred.4+ years – People leadership experience","mgr program management","
              Seattle, WA
            ","Starbucks hiring mgr program management in Seattle, Washington, United States | LinkedIn","https://www.linkedin.com/jobs/view/mgr-program-management-at-starbucks-3291778678?refId=r6pBJtIPShjhRE7k1ikU1A%3D%3D&trackingId=VBFnHhxTSmjNBvWzVcuodg%3D%3D&position=17&pageNum=1&trk=public_jobs_jserp-result_search-card"
"
                Airbnb
              ",,"Act as player/coach with your team of Enterprise account managers to further our strategic partnershipsOwn the strategy and execution for a portfolio of partners (hotel chains, management companies, connectivity partners and affiliates) on behalf of HotelTonight & AirbnbDefine and implement a win-win strategy for accounts that drives value to all parties and positions on HotelTonight & Airbnb as a top strategic partner across partnersUnderstand the needs of different functions within the partner organization and convert them into impactful action plans. Through your action plans, you deliver on short-term milestones while simultaneously advancing long-term goals (win a marathon vs. sprint) Set joint goals with partners and build a collaborative plan to help ensure they meet their goalsConduct regular business reviews, formal presentations for internal and external purposes.Assist partner in navigating technical challenges; always be solutions oriented and partner firstWork with partners to ensure that the partnership is held to the highest industry standards and that commercial agreements as well as SLAs (onboarding, feature use, optimization, builds) are met based on mutually agreed upon timelines. Work with partners to ensure that the partnership is held to the highest industry standards and that commercial agreements as well as SLAs (onboarding, feature use, optimization, builds) are met based on mutually agreed upon timelines. Conduct regular business reviews, formal presentations for internal and external purposes.Develop KPIs in partnership with our leadership and regional teams and measure success against those KPIs.Develop business plans in collaboration with partners with clear objectives and commitments around marketing, technical health, connectivity feature development and business growth;Monitor partner needs and work closely with Product, Technical Support, and Market Managers to address unmet needs or future planning. Leverage data to make decisions on how to best expand and enhance professional accommodation supply through existing partnerships. Monitor and analyze over/underperformance, market trends, growth opportunities or anomalies and regularly communicate performance to regional leaders and executives leveraging available production data and global market insight. Act as a thought leader and central point person across the org on our strategy and communicate impact to relevant teams in a timely and clear manner.9-10+ years of professional experience, with a focus on owning client relationships and business strategyPrevious hospitality experience is a plusThe ability to get things done and navigate shifting priorities, projects and deadlines Excellent communication, organizational, and analytical skills; detail-oriented but moves fastAbility to establish strong relationships with and influence strong relationships with senior-level hotel executivesYou are able to operate as “player/coach” if needed and be a resource to the Market Managers & Market Coordinators on the teamFamiliarity with leading complex and/or cross-functional projects from concept to inceptionCapacity to balance day-to-day responsibilities with longer-term strategic executionYou’re a quick learner and you’re fearless about doing whatever it takes to get the job done, even if it means making mistakes along the way. Proactivity is key.Flexibility to travel 10% of the time","Enterprise Account Lead","
              United States
            ","Airbnb hiring Enterprise Account Lead in United States | LinkedIn","https://www.linkedin.com/jobs/view/enterprise-account-lead-at-airbnb-3295261825?refId=r6pBJtIPShjhRE7k1ikU1A%3D%3D&trackingId=mJA9T%2FPz2g9wkEE7deShmw%3D%3D&position=20&pageNum=1&trk=public_jobs_jserp-result_search-card"
"",,"","Join LinkedIn","","
        Sign In | LinkedIn
      ","https://www.linkedin.com/jobs/view/executive-assistant-at-amazon-3295846111?refId=r6pBJtIPShjhRE7k1ikU1A%3D%3D&trackingId=0JW86GqqP3wH8wAOojeI1g%3D%3D&position=15&pageNum=1&trk=public_jobs_jserp-result_search-card"
"",,"","Join LinkedIn","","
        Sign In | LinkedIn
      ","https://www.linkedin.com/jobs/view/director-org-design-effectiveness-at-netflix-3299639414?refId=r6pBJtIPShjhRE7k1ikU1A%3D%3D&trackingId=OWbAFsQaF2yhvSvCuc33PQ%3D%3D&position=12&pageNum=1&trk=public_jobs_jserp-result_search-card"
"",,"","Join LinkedIn","","
        Sign In | LinkedIn
      ","https://www.linkedin.com/jobs/view/learning-and-development-specialist-at-meta-3298296890?refId=0o7DeGda6RWqGLWmkpsIyw%3D%3D&trackingId=VdwZeHJE7u7EBmQyknqdCg%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card"
"",,"","Join LinkedIn","","
        Sign In | LinkedIn
      ","https://www.linkedin.com/jobs/view/executive-assistant-at-amazon-3295842551?refId=r6pBJtIPShjhRE7k1ikU1A%3D%3D&trackingId=3ZVtnv9NaQHn9GBBDGlaqA%3D%3D&position=9&pageNum=1&trk=public_jobs_jserp-result_search-card"
"",,"","Join LinkedIn","","
        Sign In | LinkedIn
      ","https://www.linkedin.com/jobs/view/full-time-opportunities-waatbp-2022-at-apple-3295298587?refId=0o7DeGda6RWqGLWmkpsIyw%3D%3D&trackingId=6r34Zpl0R6kNVLejkYTLGA%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card"
"",,"","Join LinkedIn","","
        Sign In | LinkedIn
      ","https://www.linkedin.com/jobs/view/summer-2023-data-analyst-co-op-intern-at-amd-3296648364?refId=r6pBJtIPShjhRE7k1ikU1A%3D%3D&trackingId=o1e1oGfIqEaMZE2OHpuiJA%3D%3D&position=11&pageNum=1&trk=public_jobs_jserp-result_search-card"
"",,"","Join LinkedIn","","
        Sign In | LinkedIn
      ","https://www.linkedin.com/jobs/view/support-specialist-at-meta-3303592736?refId=0o7DeGda6RWqGLWmkpsIyw%3D%3D&trackingId=ZOsS2wyo3YCpIWwd9bMP5Q%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card"
"",,"","Join LinkedIn","","
        Sign In | LinkedIn
      ","https://www.linkedin.com/jobs/view/executive-assistant-at-amazon-3295842500?refId=r6pBJtIPShjhRE7k1ikU1A%3D%3D&trackingId=P%2F8Vldpsk3lq95P5EZwBZg%3D%3D&position=16&pageNum=1&trk=public_jobs_jserp-result_search-card"
"
                Netflix
              ",,"Help to refine and evolve the overall Netflix film marketing strategy with the leadership teamWork closely with internal cross-functional teams, gathering information and analyzing data, to drive campaign optimization and future enhancement of all campaign touchpointsThink big picture and make decisions for titles within the overall film slate and in consideration of US business priorities Represent our team in planning and strategy meetings as well as presentations to key stakeholders such as talent and producersUnderstand, interpret and apply insights/data from multiple teams early in a campaign’s lifecycle to build the campaign’s frameworkDevelop audience approach, channel strategy and distribution rollout (independent of agency)Lead internal teams in developing innovative, cross-functional paid media marketing strategies for slate-level campaigns and title launches (inclusive of traditional media, digital, social, OOH, stunts, etc.), understanding the nuances of marketing filmCollaborate on campaign planning between creative, social, publicity teams, partner marketing, consumer products, agencies (experiential, media, etc.,), and operational teams to drive flawless execution of campaigns Seek unique opportunities that build earned media in the marketplaceLiaise with cross-functional teams to manage talent relationshipsManage day-to-day plan execution and works alongside creative teams to ensure creative is well aligned to drive conversation around the Netflix film slateManage agency on the development of marketing tactics and ultimate execution of the campaign Work closely with internal teams, such as Consumer Insights and Marketing Strategy & Operations, to drive information gathering and data analysis efforts that result in campaign optimization and future enhancement of media plansProvide cross-functional teams with updates and POVs on key consumer trendsCan flourish in our unique company cultureNatural team leadership skills with the ability to conceptualize and articulate a marketing planExperience and passion for building great marketing programs and product launchesA history of creating disruptive messaging that generates earned media and social buzzFluency in managing large-scale media budgets responsibly and flexibly for a range of programsAn ability to effectively provide input on creative development from a regional and audience-led perspectiveSolid digital skills and fluency in the digital space with an understanding of the various digital buying environments as well as tracking and testing Strong analytical skills Strong level of independence and efficiencyGreat communication and interpersonal skills8+ years experience in a marketing roleBachelor's degree preferred","UCAN Paid Media Marketing Manager - Film","
              Los Angeles, CA
            ","Netflix hiring UCAN Paid Media Marketing Manager - Film in Los Angeles, California, United States | LinkedIn","https://www.linkedin.com/jobs/view/ucan-paid-media-marketing-manager-film-at-netflix-3303618007?refId=0o7DeGda6RWqGLWmkpsIyw%3D%3D&trackingId=DN0jGI9ebiuXaQ8wqtZuog%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card"
"
                Meta
              ",,"Work with Instagram Product Comms team to support product priorities - specifically Instagram Reels - media strategy and execution for product updates and launchesRepresent comms on cross-functional working teams, providing comms input for go-to-market plans, strategy, and tacticsCollaborate with product, marketing and partnerships teams to create and execute go-to-market plansWrite and create comms plan and strategyIdentify opportunities to tell proactive product stories and holistic moments outside of launches/testsManage media training for executives, product spokespeople and ad-hoc outreach to creators for press oppsWork with global teams to manage Reels launch calendar and advise on regional strategyBuild and manage deep relationships with consumer/tech reporters, beat reporters, and new media outlets that reach priority audiences and drive coveragePartner with consumer comms team on Reels media relations through proactive press strategies and storytelling around gen Z trends, diverse creators, music, and more4+ years experience in PR, journalism, social media, or relevant fieldYou understand the tech media landscape, and can build + maintain relationships with key press relevant to Facebook Inc.You aspire to find new, exciting ways to tell product stories with a consumer and creator lens in next-gen publications and social mediumsExperience working with consumer product to drive media coverage and campaignsExperience working with cross-functional teamsStrong writer with experience writing press statements, blogs, narratives and social copyAnalytical problem-solver who can think quick on your feet to find solutions","Product Marketing Communications","
              San Francisco Bay Area
            ","Meta hiring Product Marketing Communications in San Francisco Bay Area | LinkedIn","https://www.linkedin.com/jobs/view/product-marketing-communications-at-meta-3298091748?refId=0o7DeGda6RWqGLWmkpsIyw%3D%3D&trackingId=Ja%2FYRRQWnL7lDrN2ixKd%2BA%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card"
"
                Starbucks
              ",,"Lead the execution of research and deliver insights on strategic initiatives that impact the Customer and Partner experience.Innovate Starbucks research approaches to add value and incremental research capabilities to an already robust toolkitCollaborate with business partners and team members to translate business questions into research designs, analytics plans and customized reportsIndependently design, execute, analyze and report custom research projects across both Customer and Partner to test hypotheses and more deeply explore themes identified in tracking programsServe as an influencer, representing the voice of our Customers and Partners through compelling storytelling Broad Generalist background with knowledge and experience with both quantitative and qualitative research methodsStrong knowledge and experience with tracking programs such as Brand Equity, Customer Experience, Employee Satisfaction, etc.Experience independently leading end-to-end research, from scoping to planning, executing and reportingThe ability to see the big picture, taking strategic approaches to research plans Demonstrated curiosity to explore data and understand linkages between datasets and business outcomesStrong knowledge of statistics (descriptive and inferential) and their use in quantitative research methodsCompelling, persuasive oral and written communication skills to executive audiencesProven ability to build strong cross-functional relationshipsProficiency with SPSS, Excel and other statistical software packagesBusiness experience with data visualization tools (e.g., Tableau, Power BI)Client-side market research experience with CPG or Retail","market research & insights sr manager- Seattle","
              Seattle, WA
            ","Starbucks hiring market research & insights sr manager- Seattle in Seattle, Washington, United States | LinkedIn","https://www.linkedin.com/jobs/view/market-research-insights-sr-manager-seattle-at-starbucks-3302377481?refId=r6pBJtIPShjhRE7k1ikU1A%3D%3D&trackingId=S3L71YkUtU%2BlAvvrMlDWtQ%3D%3D&position=19&pageNum=1&trk=public_jobs_jserp-result_search-card"
"
                Amazon
              ",,"High School or equivalent diploma5+ years of experience providing support to senior leadership or 3+ years Amazon experienceExperience with Microsoft Outlook, Excel, and WordBachelor’s degreeSuperior attention to detail and ability to meet tight deadlinesAbility to complete complex tasks quickly with little to no guidance and react with appropriate urgency to situations that require a quick turnaroundStrong organizational, communication, and interpersonal skillsStrong analytical skillsDemonstrated ability to design and improve processesAbility to prioritize and handle multiple assignments at any given timeHigh level of integrity and discretionImpeccable attention to detailAbility to work effectively with minimal supervision","Executive Assistant , Talent Products Team","
              Bellevue, WA
            ","Amazon hiring Executive Assistant , Talent Products Team in Bellevue, Washington, United States | LinkedIn","https://www.linkedin.com/jobs/view/executive-assistant-talent-products-team-at-amazon-3295841791?refId=r6pBJtIPShjhRE7k1ikU1A%3D%3D&trackingId=7H631wmY0LSVm4x37dC02g%3D%3D&position=21&pageNum=1&trk=public_jobs_jserp-result_search-card"
"
                Dexcom
              ",," Coordinate and assist with identification and organization of quality records associated with CAPA and Nonconforming Events.  Review Non-Conforming Event documentation for content and completion of procedural and regulatory requirements, as well as deliverables and overall administration of the Non-Conforming Event process. Provide guidance as necessary to ensure product impact is being assessed and corrections are completed.  Review CAPA documentation for content and completion of required deliverables. Provide guidance as necessary to ensure appropriate depth of investigation and corrective and/or preventive actions. Assess effectiveness of corrective and preventive actions.  Review nonconformance trending to identify need for corrective or preventive actions.  Aids in Manufacturing Walkthroughs in collaboration with Dexcom Audit Readiness guidance.  Work with Audit Team to support internal and external audits. Participate in audit preparation and execution.  Compile CAPA, NCE and Internal Audit performance metrics for review with management.  Asist in the creation or revision of Standard Operating Procedures and Work Instructions governing the Company’s compliance functions.  Asist in the creation training materials and execute training as necessary to communicate process requirements and provide guidance to user community.  Assist management with continuous improvement of processes and systems supporting the Company’s compliance functions.  Conduct investigations into potential quality / compliance concerns. Keep management informed of issues.  Perform other tasks as assigned to enable organizational and quality objectives to be met.  Associate degree (A. A.) or equivalent from two-year college or technical school.  Minimum 1 year of quality or regulatory compliance experience in the medical device and/or pharmaceutical industries (other regulated industries may be considered).  Experience in Medical Device Industry can substitute for degree requirements.  Ability to add, subtract, multiply, and divide in all units of measure, using whole numbers, common fractions, and decimals.  Ability to compute rate, ratio, and percent and to draw and interpret bar graphs.  Computer literate, and able to use software packages as Word, Excel, Outlook, PowerPoint Visio, or similar.  Collaborative, able to work effectively with diverse functional groups.  To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed above are representative of the knowledge, skill, and/or ability required.  Bachelor’s degree or equivalent experience specialized in quality, regulatory affairs and/or business administration preferred.  1 to 2 years of quality or regulatory compliance experience in the medical device and/or pharmaceutical industries (other regulated industries may be considered).  Or equivalent combination of education and experience.  Quality System Analyst / Auditor certification desired.  Learns to use professional concepts and skills.  Frequent use and general knowledge of industry practices, techniques, and standards. General application of concepts, and principles. Learns to use professional concepts and skills.  Applies company policies and procedures to resolve routine issues.  Works on problems of limited scope and complexity.  Works under only general supervision. Work is reviewed for soundness of judgment and overall accuracy. Receives general oversight and guidance on approaches for project related tasks.  Builds stable working relationships internally.  Follows standard practices and procedures in analyzing situations or data from which answers can be readily obtained.  Normally receives detailed instructions on all work and work output it closely supervised.  N/A  N/A  Typically requires a Bachelors degree and 0-2 years previous experience.  The Workplace Type for this role is Flex. Based on the nature of your position you will be working onsite approximately 2-3 days per week from collaborative space and hoteling desks at our Dexcom sites. You will need to be located within commuting distance (typically 75 miles/120km) of your assigned Dexcom site. ","Quality Assurance Analyst 1","
              San Diego, CA
            ","Dexcom hiring Quality Assurance Analyst 1 in San Diego, California, United States | LinkedIn","https://www.linkedin.com/jobs/view/quality-assurance-analyst-1-at-dexcom-3298837248?refId=p8AFKbpQHzd2RqTz5iuivA%3D%3D&trackingId=kV7BrQFiIUwmaYPKBOfcgg%3D%3D&position=9&pageNum=2&trk=public_jobs_jserp-result_search-card"
"
                Apple
              ",,"","PR Specialist, Apple TV+","
              Culver City, CA
            ","Apple hiring PR Specialist, Apple TV+ in Culver City, California, United States | LinkedIn","https://www.linkedin.com/jobs/view/pr-specialist-apple-tv%2B-at-apple-3295802141?refId=0o7DeGda6RWqGLWmkpsIyw%3D%3D&trackingId=BY9IEPlofSoAAbPoWFOYTQ%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card"
"
                Starbucks
              ",,"Work closely with the design team to plan and organize user research such as customer interviews, card sorts, in-person usability studies, and remote mobile and desktop usability studies.Use both qualitative and quantitative data to bring forward new insights that generate product innovations.Work with Product Managers and Stakeholders to understand and incorporate business requirements into the research.Work with our analytics and customer insights team to understand market trends and behavioral data.Interpret and communicate results and opportunities in clear, concise, and compelling ways across different audiences and senior levels of leadership.Educate and evangelize the role of UX research across the organization At least three years of relevant work experience performing both generative and evaluative research in a fast-paced software development environment.Experience with all aspects of the user research lifecycle (study design, recruiting, moderation, analysis, reporting, and communicating).General understanding of strengths and shortcomings of different research methods, including when and how to apply them during each product phase.Applied experience with usability testing, remote testing, card sorts, tree tests, in-person testing, and survey design.Bachelor’s of Science in HCI, Human Factors, Cognitive Psychology, Cognitive Science or equivalent experienceKnowledge of a wide range of UX research methods and techniques (e.g. lab studies, field studies, surveys/questionnaires, UX inspection methods, participatory design, and statistical analysis)An ability to manage ambiguity, work autonomously and multi-task in a changing environmentAbility to work with qualitative and quantitative methodologiesPassion for making a positive impact on customers lives through your workSolution-oriented approach to problem solving with team members, designers, product managers engineers and business stakeholders","UX researcher","
              Seattle, WA
            ","Starbucks hiring UX researcher in Seattle, Washington, United States | LinkedIn","https://www.linkedin.com/jobs/view/ux-researcher-at-starbucks-3293458779?refId=0o7DeGda6RWqGLWmkpsIyw%3D%3D&trackingId=8YK3p%2BViCqoqHjgv3SNaLg%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card"
"
                Meta
              ",,"Minimum 5 years experience with training, facilitating, learning & development, or related fieldExperience in developing and delivering learning content in a virtual formatAdvanced knowledge of learning theories and instructional design modelsExperience implementing adult learning best practices, accessible design, and inclusive designDemonstrated ability to prioritize work, set appropriate timelines, clarify expectations and utilize effective processes/approaches to ensure work is delivered with excellence in a timely manner.Ability to problem-solve complex content in collaboration with cross-functional partnersExpert verbal and written communication skills with the ability to discover, understand and translate business requirements into actionable items.Demonstrated ability to effectively collaborate with employees and leaders across all levels with strong interpersonal and relationship-building skillsPassion for and commitment to creating a workplace where everyone feels a sense of belonging and support to grow in their careersDeep empathy for the people we're training, an understanding that everyone is in different places on their journey, and a willingness to accept & support them while increasing workplace culture and employee engagement.Experience working with Data Scientists and/or Data EngineersUnderstanding of training delivery methods - Instructor led training, Web based training, Virtual instructor led training and blended learningLearning coordination experience in course scheduling, learning roster management, facilitator pipeline management and SME pipeline managementFamiliarity with the front and back-end of learning management system (ex. Cornerstone) is a plus.","Learning And Development Specialist","
              Seattle, WA
            ","Meta hiring Learning And Development Specialist in Seattle, Washington, United States | LinkedIn","https://www.linkedin.com/jobs/view/learning-and-development-specialist-at-meta-3292117451?refId=0o7DeGda6RWqGLWmkpsIyw%3D%3D&trackingId=NIopStHdl%2FRS5Kv%2FtQ1YdA%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card"
